txn_id,user_id,merchant_id,txn_timestamp,txn_date,txn_hour,txn_day_of_week,amount,merchant_category,payment_mode,device_id,is_new_device,is_fraud,fraud_type
TXN-03901,USR-0080,MRC-0240,2024-03-17 11:38:40,2024-03-17,11,SUN,43715.24,FOOD,UPI_ID,DEV-57575,False,False,
TXN-03902,USR-0196,MRC-0279,2023-06-06 05:49:11,2023-06-06,5,TUE,78911.53,RETAIL,UPI_QR,DEV-96354,False,False,
TXN-03903,USR-0076,MRC-0114,2023-11-02 07:49:54,2023-11-02,7,THU,30478.08,GAMING,UPI_ID,DEV-62376,False,False,
TXN-03904,USR-0093,MRC-0144,2023-08-20 10:05:36,2023-08-20,10,SUN,23864.36,FOOD,COLLECT_REQUEST,DEV-93036,False,False,
TXN-03905,USR-0471,MRC-0007,2023-12-25 06:37:45,2023-12-25,6,MON,36813.61,FUEL,UPI_ID,DEV-47231,False,False,
TXN-03906,USR-0300,MRC-0118,2023-05-22 15:01:54,2023-05-22,15,MON,6509.64,GAMING,UPI_QR,DEV-45901,False,False,
TXN-03907,USR-0109,MRC-0176,2023-04-25 08:20:35,2023-04-25,8,TUE,78701.98,RETAIL,COLLECT_REQUEST,DEV-89865,False,False,
TXN-03908,USR-0236,MRC-0183,2023-05-24 18:20:00,2023-05-24,18,WED,27786.27,RETAIL,COLLECT_REQUEST,DEV-64616,False,False,
TXN-03909,USR-0132,MRC-0174,2023-06-18 17:02:29,2023-06-18,17,SUN,51851.56,RETAIL,COLLECT_REQUEST,DEV-27589,False,False,
TXN-03910,USR-0001,MRC-0161,2023-11-17 02:22:04,2023-11-17,2,FRI,28134.69,RETAIL,UPI_ID,DEV-47596,False,False,
TXN-03911,USR-0206,MRC-0048,2024-03-06 00:58:38,2024-03-06,0,WED,75070.18,FUEL,UPI_QR,DEV-28802,False,False,
TXN-03912,USR-0063,MRC-0113,2023-11-08 22:42:52,2023-11-08,22,WED,7994.25,TRAVEL,COLLECT_REQUEST,DEV-29250,False,False,
TXN-03913,USR-0244,MRC-0280,2023-05-27 23:21:55,2023-05-27,23,SAT,559557.26,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-39425,False,True,UNUSUAL_AMOUNT
TXN-03914,USR-0352,MRC-0250,2023-05-01 21:32:23,2023-05-01,21,MON,32077.76,GAMING,UPI_ID,DEV-67232,False,False,
TXN-03915,USR-0427,MRC-0293,2023-11-07 06:54:37,2023-11-07,6,TUE,27103.08,FOOD,COLLECT_REQUEST,DEV-99045,False,False,
TXN-03916,USR-0199,MRC-0016,2023-12-26 00:21:46,2023-12-26,0,TUE,40749.2,TRAVEL,UPI_ID,DEV-87425,False,False,
TXN-03917,USR-0038,MRC-0156,2024-02-15 17:40:51,2024-02-15,17,THU,31146.56,RETAIL,UPI_ID,DEV-38572,False,False,
TXN-03918,USR-0019,MRC-0023,2023-09-13 10:10:40,2023-09-13,10,WED,6534.61,FUEL,UPI_QR,DEV-37201,False,False,
TXN-03919,USR-0393,MRC-0268,2024-02-15 21:18:05,2024-02-15,21,THU,58825.55,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-81043,False,False,
TXN-03920,USR-0249,MRC-0212,2023-09-25 01:58:29,2023-09-25,1,MON,26461.48,GAMING,UPI_ID,DEV-86646,False,False,
TXN-03921,USR-0276,MRC-0160,2024-02-21 06:31:02,2024-02-21,6,WED,44413.36,TRAVEL,UPI_QR,DEV-32441,False,False,
TXN-03922,USR-0016,MRC-0201,2023-09-23 12:34:57,2023-09-23,12,SAT,27956.24,CRYPTO_EXCHANGE,UPI_QR,DEV-76398,False,False,
TXN-03923,USR-0360,MRC-0143,2023-12-02 04:03:55,2023-12-02,4,SAT,311602.32,GAMING,UPI_ID,DEV-18727,False,True,DORMANT_SPIKE
TXN-03924,USR-0289,MRC-0064,2023-09-18 06:39:35,2023-09-18,6,MON,11663.41,FUEL,UPI_ID,DEV-27029,False,False,
TXN-03925,USR-0170,MRC-0182,2023-11-28 14:03:33,2023-11-28,14,TUE,62189.6,TRAVEL,UPI_QR,DEV-54487,False,False,
TXN-03926,USR-0236,MRC-0231,2023-04-05 22:42:18,2023-04-05,22,WED,12956.43,CRYPTO_EXCHANGE,UPI_ID,DEV-64616,False,False,
TXN-03927,USR-0441,MRC-0045,2024-03-16 09:20:10,2024-03-16,9,SAT,79046.71,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-34537,False,False,
TXN-03928,USR-0030,MRC-0180,2024-02-12 13:14:07,2024-02-12,13,MON,11671.74,FOOD,COLLECT_REQUEST,DEV-32940,False,False,
TXN-03929,USR-0335,MRC-0027,2023-05-25 17:07:21,2023-05-25,17,THU,12206.59,RETAIL,UPI_ID,DEV-86522,False,False,
TXN-03930,USR-0282,MRC-0068,2023-09-13 00:07:30,2023-09-13,0,WED,23132.69,FOOD,UPI_QR,DEV-42884,False,False,
TXN-03931,USR-0279,MRC-0202,2023-09-01 09:42:10,2023-09-01,9,FRI,31657.85,FUEL,UPI_QR,DEV-85211,False,False,
TXN-03932,USR-0023,MRC-0021,2023-07-09 20:30:09,2023-07-09,20,SUN,45142.19,FOOD,COLLECT_REQUEST,DEV-73775,False,False,
TXN-03933,USR-0377,MRC-0070,2023-11-03 02:19:07,2023-11-03,2,FRI,36949.57,FUEL,UPI_ID,DEV-39666,False,False,
TXN-03934,USR-0165,MRC-0076,2023-12-31 00:37:34,2023-12-31,0,SUN,37452.2,TRAVEL,UPI_QR,DEV-81368,False,False,
TXN-03935,USR-0401,MRC-0258,2023-04-26 16:04:08,2023-04-26,16,WED,68489.14,FUEL,UPI_QR,DEV-79400,False,False,
TXN-03936,USR-0262,MRC-0160,2023-08-07 23:33:15,2023-08-07,23,MON,16232.5,TRAVEL,COLLECT_REQUEST,DEV-21175,False,False,
TXN-03937,USR-0154,MRC-0246,2023-09-25 01:38:43,2023-09-25,1,MON,29947.95,TRAVEL,UPI_ID,DEV-78766,False,False,
TXN-03938,USR-0411,MRC-0006,2023-11-12 07:22:33,2023-11-12,7,SUN,10270.92,TRAVEL,UPI_ID,DEV-43623,False,False,
TXN-03939,USR-0401,MRC-0149,2023-12-02 07:07:16,2023-12-02,7,SAT,38097.07,FUEL,COLLECT_REQUEST,DEV-79400,False,False,
TXN-03940,USR-0201,MRC-0125,2023-07-06 05:13:12,2023-07-06,5,THU,88897.65,RETAIL,UPI_QR,DEV-80500,False,False,
TXN-03941,USR-0292,MRC-0281,2023-09-09 18:22:34,2023-09-09,18,SAT,37439.08,GAMING,UPI_QR,DEV-39507,False,False,
TXN-03942,USR-0380,MRC-0001,2023-07-15 04:48:56,2023-07-15,4,SAT,47380.3,GAMING,COLLECT_REQUEST,DEV-40233,True,True,ACCOUNT_TAKEOVER
TXN-03943,USR-0488,MRC-0083,2023-06-20 20:41:06,2023-06-20,20,TUE,35588.06,CRYPTO_EXCHANGE,UPI_QR,DEV-63974,False,False,
TXN-03944,USR-0340,MRC-0065,2023-09-10 18:49:50,2023-09-10,18,SUN,11155.61,TRAVEL,UPI_ID,DEV-94582,False,False,
TXN-03945,USR-0266,MRC-0245,2023-10-28 07:21:59,2023-10-28,7,SAT,24095.61,GAMING,UPI_QR,DEV-67187,False,False,
TXN-03946,USR-0016,MRC-0239,2024-03-13 14:02:58,2024-03-13,14,WED,14139.51,TRAVEL,UPI_QR,DEV-76398,False,False,
TXN-03947,USR-0487,MRC-0105,2023-04-12 15:03:33,2023-04-12,15,WED,14327.17,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-10781,False,False,
TXN-03948,USR-0183,MRC-0212,2023-07-12 22:48:17,2023-07-12,22,WED,39027.06,GAMING,UPI_QR,DEV-61574,False,False,
TXN-03949,USR-0094,MRC-0189,2023-08-11 15:08:52,2023-08-11,15,FRI,21697.52,FOOD,UPI_QR,DEV-95246,False,False,
TXN-03950,USR-0294,MRC-0281,2023-07-24 05:13:33,2023-07-24,5,MON,5848.58,GAMING,COLLECT_REQUEST,DEV-86044,False,False,
TXN-03951,USR-0312,MRC-0250,2023-12-29 00:44:36,2023-12-29,0,FRI,42.12,GAMING,COLLECT_REQUEST,DEV-93119,False,True,VELOCITY
TXN-03952,USR-0055,MRC-0116,2023-10-31 14:40:23,2023-10-31,14,TUE,1017.12,TRAVEL,UPI_ID,DEV-78486,False,False,
TXN-03953,USR-0155,MRC-0031,2023-09-11 13:05:10,2023-09-11,13,MON,16397.66,CRYPTO_EXCHANGE,UPI_ID,DEV-38910,False,False,
TXN-03954,USR-0320,MRC-0118,2023-07-07 03:42:29,2023-07-07,3,FRI,19865.66,GAMING,UPI_ID,DEV-91546,False,False,
TXN-03955,USR-0444,MRC-0115,2023-05-16 16:21:16,2023-05-16,16,TUE,15359.11,FOOD,UPI_QR,DEV-44871,False,False,
TXN-03956,USR-0208,MRC-0064,2023-11-29 15:16:51,2023-11-29,15,WED,4042.76,FUEL,COLLECT_REQUEST,DEV-87707,False,False,
TXN-03957,USR-0332,MRC-0294,2023-06-27 15:00:09,2023-06-27,15,TUE,76250.85,TRAVEL,COLLECT_REQUEST,DEV-97334,False,False,
TXN-03958,USR-0477,MRC-0108,2023-09-19 05:31:38,2023-09-19,5,TUE,38221.2,TRAVEL,UPI_QR,DEV-36756,False,False,
TXN-03959,USR-0481,MRC-0066,2023-10-28 02:37:44,2023-10-28,2,SAT,249301.17,GAMING,COLLECT_REQUEST,DEV-26134,False,True,DORMANT_SPIKE
TXN-03960,USR-0193,MRC-0279,2023-12-07 23:14:44,2023-12-07,23,THU,5084.89,RETAIL,COLLECT_REQUEST,DEV-12524,False,False,
TXN-03961,USR-0327,MRC-0269,2023-04-06 20:14:58,2023-04-06,20,THU,13212.01,CRYPTO_EXCHANGE,UPI_ID,DEV-62836,False,False,
TXN-03962,USR-0397,MRC-0120,2023-07-07 08:10:37,2023-07-07,8,FRI,7647.7,GAMING,COLLECT_REQUEST,DEV-12342,False,False,
TXN-03963,USR-0409,MRC-0221,2023-09-17 22:32:39,2023-09-17,22,SUN,16116.49,GAMING,COLLECT_REQUEST,DEV-43489,False,False,
TXN-03964,USR-0040,MRC-0250,2023-09-24 14:14:20,2023-09-24,14,SUN,91522.28,GAMING,UPI_ID,DEV-26279,False,False,
TXN-03965,USR-0085,MRC-0267,2023-05-15 04:57:30,2023-05-15,4,MON,34712.29,RETAIL,COLLECT_REQUEST,DEV-25339,False,False,
TXN-03966,USR-0468,MRC-0007,2023-04-18 15:35:36,2023-04-18,15,TUE,76132.67,FUEL,UPI_QR,DEV-20461,False,False,
TXN-03967,USR-0169,MRC-0003,2023-11-10 11:17:24,2023-11-10,11,FRI,8690.77,FOOD,UPI_QR,DEV-67367,False,False,
TXN-03968,USR-0101,MRC-0089,2023-04-12 14:06:32,2023-04-12,14,WED,3797.12,RETAIL,UPI_QR,DEV-62977,False,False,
TXN-03969,USR-0087,MRC-0134,2023-11-21 03:36:29,2023-11-21,3,TUE,28902.82,FUEL,COLLECT_REQUEST,DEV-30910,False,False,
TXN-03970,USR-0187,MRC-0250,2024-02-02 12:04:45,2024-02-02,12,FRI,51262.46,GAMING,COLLECT_REQUEST,DEV-52054,False,False,
TXN-03971,USR-0334,MRC-0192,2023-05-29 06:56:48,2023-05-29,6,MON,87192.14,GAMING,UPI_QR,DEV-58527,False,False,
TXN-03972,USR-0072,MRC-0256,2023-12-22 03:15:30,2023-12-22,3,FRI,3434.18,RETAIL,UPI_QR,DEV-90183,False,False,
TXN-03973,USR-0287,MRC-0021,2023-11-12 07:23:39,2023-11-12,7,SUN,37014.22,FOOD,COLLECT_REQUEST,DEV-38740,False,False,
TXN-03974,USR-0407,MRC-0115,2023-12-25 03:55:30,2023-12-25,3,MON,528711.68,FOOD,UPI_QR,DEV-33996,False,True,DORMANT_SPIKE
TXN-03975,USR-0313,MRC-0261,2024-03-24 11:52:46,2024-03-24,11,SUN,40894.15,CRYPTO_EXCHANGE,UPI_QR,DEV-88090,False,False,
TXN-03976,USR-0357,MRC-0197,2024-03-23 15:31:23,2024-03-23,15,SAT,20942.66,CRYPTO_EXCHANGE,UPI_ID,DEV-17948,False,False,
TXN-03977,USR-0172,MRC-0265,2024-01-03 05:10:31,2024-01-03,5,WED,34666.18,FOOD,UPI_ID,DEV-15094,False,False,
TXN-03978,USR-0370,MRC-0019,2023-10-05 05:39:54,2023-10-05,5,THU,41529.68,CRYPTO_EXCHANGE,UPI_QR,DEV-77140,False,False,
TXN-03979,USR-0191,MRC-0030,2023-12-01 04:50:30,2023-12-01,4,FRI,26252.94,TRAVEL,UPI_QR,DEV-35389,False,False,
TXN-03980,USR-0217,MRC-0104,2023-09-24 15:23:53,2023-09-24,15,SUN,18005.48,RETAIL,COLLECT_REQUEST,DEV-88883,False,False,
TXN-03981,USR-0497,MRC-0063,2024-02-12 13:01:32,2024-02-12,13,MON,7725.53,CRYPTO_EXCHANGE,UPI_QR,DEV-84506,False,False,
TXN-03982,USR-0316,MRC-0082,2023-04-30 09:02:19,2023-04-30,9,SUN,11836.97,TRAVEL,UPI_QR,DEV-82328,False,False,
TXN-03983,USR-0087,MRC-0081,2023-08-21 08:33:29,2023-08-21,8,MON,54089.92,CRYPTO_EXCHANGE,UPI_ID,DEV-30910,False,True,MERCHANT_FRAUD
TXN-03984,USR-0316,MRC-0298,2023-06-24 07:25:18,2023-06-24,7,SAT,5952.63,RETAIL,UPI_ID,DEV-82328,False,False,
TXN-03985,USR-0275,MRC-0159,2023-08-22 00:05:30,2023-08-22,0,TUE,8831.52,TRAVEL,UPI_QR,DEV-76524,False,False,
TXN-03986,USR-0307,MRC-0198,2023-11-21 23:39:38,2023-11-21,23,TUE,32556.87,GAMING,COLLECT_REQUEST,DEV-28219,False,False,
TXN-03987,USR-0171,MRC-0005,2023-09-09 09:33:12,2023-09-09,9,SAT,28554.22,FOOD,COLLECT_REQUEST,DEV-62681,False,False,
TXN-03988,USR-0043,MRC-0294,2024-03-24 12:31:22,2024-03-24,12,SUN,65134.65,TRAVEL,UPI_ID,DEV-85041,False,False,
TXN-03989,USR-0345,MRC-0199,2023-04-05 10:21:54,2023-04-05,10,WED,71294.17,FUEL,COLLECT_REQUEST,DEV-93767,False,False,
TXN-03990,USR-0014,MRC-0115,2023-11-23 11:44:13,2023-11-23,11,THU,2322.4,FOOD,COLLECT_REQUEST,DEV-30426,False,False,
TXN-03991,USR-0175,MRC-0116,2023-04-20 18:34:01,2023-04-20,18,THU,17504.39,TRAVEL,UPI_ID,DEV-69833,False,False,
TXN-03992,USR-0192,MRC-0229,2023-08-24 11:15:32,2023-08-24,11,THU,6110.85,FUEL,COLLECT_REQUEST,DEV-19728,False,False,
TXN-03993,USR-0409,MRC-0100,2023-05-27 18:15:54,2023-05-27,18,SAT,37353.31,TRAVEL,COLLECT_REQUEST,DEV-43489,False,False,
TXN-03994,USR-0082,MRC-0068,2024-01-18 19:00:30,2024-01-18,19,THU,10448.85,FOOD,UPI_QR,DEV-25545,False,False,
TXN-03995,USR-0418,MRC-0084,2023-04-13 22:55:51,2023-04-13,22,THU,18816.91,GAMING,COLLECT_REQUEST,DEV-27921,False,False,
TXN-03996,USR-0328,MRC-0096,2023-05-30 10:26:51,2023-05-30,10,TUE,60993.1,TRAVEL,UPI_QR,DEV-71734,False,False,
TXN-03997,USR-0144,MRC-0296,2023-07-20 18:08:03,2023-07-20,18,THU,28727.53,CRYPTO_EXCHANGE,UPI_QR,DEV-99554,False,False,
TXN-03998,USR-0353,MRC-0197,2023-11-11 18:49:05,2023-11-11,18,SAT,46358.67,CRYPTO_EXCHANGE,UPI_ID,DEV-47122,False,False,
TXN-03999,USR-0147,MRC-0290,2023-08-28 03:47:46,2023-08-28,3,MON,25849.41,GAMING,UPI_QR,DEV-50335,False,False,
TXN-04000,USR-0430,MRC-0083,2023-07-09 06:28:25,2023-07-09,6,SUN,30792.01,CRYPTO_EXCHANGE,UPI_ID,DEV-78873,False,False,
TXN-04001,USR-0248,MRC-0024,2023-06-12 22:01:07,2023-06-12,22,MON,57526.52,TRAVEL,UPI_ID,DEV-52670,False,False,
TXN-04002,USR-0225,MRC-0065,2023-04-14 13:00:50,2023-04-14,13,FRI,48152.12,TRAVEL,UPI_ID,DEV-13764,False,False,
TXN-04003,USR-0197,MRC-0051,2023-10-09 21:26:21,2023-10-09,21,MON,13130.96,FOOD,COLLECT_REQUEST,DEV-48161,False,False,
TXN-04004,USR-0031,MRC-0207,2023-07-07 21:16:34,2023-07-07,21,FRI,66901.75,CRYPTO_EXCHANGE,UPI_ID,DEV-29449,False,False,
TXN-04005,USR-0323,MRC-0289,2023-11-30 08:43:11,2023-11-30,8,THU,31614.23,RETAIL,UPI_QR,DEV-13914,False,False,
TXN-04006,USR-0328,MRC-0156,2023-06-10 08:16:08,2023-06-10,8,SAT,68072.84,RETAIL,UPI_QR,DEV-71734,False,False,
TXN-04007,USR-0408,MRC-0200,2023-09-27 10:59:19,2023-09-27,10,WED,27473.41,FOOD,UPI_QR,DEV-39981,False,False,
TXN-04008,USR-0118,MRC-0008,2024-02-05 18:48:48,2024-02-05,18,MON,56990.29,FUEL,COLLECT_REQUEST,DEV-12628,False,False,
TXN-04009,USR-0128,MRC-0075,2023-11-17 16:59:29,2023-11-17,16,FRI,36909.97,RETAIL,UPI_ID,DEV-16648,False,False,
TXN-04010,USR-0342,MRC-0187,2023-10-01 19:38:19,2023-10-01,19,SUN,19031.07,FUEL,COLLECT_REQUEST,DEV-81972,False,False,
TXN-04011,USR-0323,MRC-0133,2023-05-11 07:39:50,2023-05-11,7,THU,19750.34,FOOD,UPI_ID,DEV-13914,False,False,
TXN-04012,USR-0085,MRC-0093,2023-08-24 10:44:38,2023-08-24,10,THU,341063.55,FUEL,UPI_ID,DEV-25339,False,True,UNUSUAL_AMOUNT
TXN-04013,USR-0156,MRC-0266,2023-11-11 17:33:53,2023-11-11,17,SAT,64642.65,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-50208,False,False,
TXN-04014,USR-0163,MRC-0104,2023-11-06 10:15:31,2023-11-06,10,MON,28861.03,RETAIL,UPI_QR,DEV-29602,False,False,
TXN-04015,USR-0178,MRC-0074,2023-05-27 12:37:51,2023-05-27,12,SAT,32736.2,RETAIL,UPI_QR,DEV-13076,False,False,
TXN-04016,USR-0169,MRC-0090,2023-08-08 02:56:17,2023-08-08,2,TUE,8209.74,RETAIL,COLLECT_REQUEST,DEV-67367,False,False,
TXN-04017,USR-0227,MRC-0118,2023-12-04 01:12:50,2023-12-04,1,MON,61356.51,GAMING,COLLECT_REQUEST,DEV-54013,False,False,
TXN-04018,USR-0008,MRC-0118,2023-04-27 02:07:52,2023-04-27,2,THU,62318.49,GAMING,UPI_ID,DEV-65860,False,False,
TXN-04019,USR-0336,MRC-0207,2024-01-19 17:20:37,2024-01-19,17,FRI,25722.44,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-50836,False,False,
TXN-04020,USR-0119,MRC-0180,2023-06-17 03:12:49,2023-06-17,3,SAT,6927.91,FOOD,UPI_QR,DEV-97160,False,False,
TXN-04021,USR-0477,MRC-0041,2024-01-09 21:35:33,2024-01-09,21,TUE,13998.78,FOOD,UPI_ID,DEV-36756,False,False,
TXN-04022,USR-0197,MRC-0133,2023-10-29 18:59:06,2023-10-29,18,SUN,14929.36,FOOD,UPI_QR,DEV-48161,False,False,
TXN-04023,USR-0166,MRC-0009,2023-08-25 03:25:11,2023-08-25,3,FRI,38020.97,FOOD,COLLECT_REQUEST,DEV-92226,True,True,ACCOUNT_TAKEOVER
TXN-04024,USR-0193,MRC-0146,2023-12-17 20:44:06,2023-12-17,20,SUN,8436.88,RETAIL,UPI_QR,DEV-12524,False,False,
TXN-04025,USR-0197,MRC-0040,2024-01-20 16:54:22,2024-01-20,16,SAT,107.85,CRYPTO_EXCHANGE,UPI_ID,DEV-48161,False,True,VELOCITY
TXN-04026,USR-0447,MRC-0242,2024-02-08 22:28:09,2024-02-08,22,THU,37647.41,RETAIL,COLLECT_REQUEST,DEV-67225,False,False,
TXN-04027,USR-0049,MRC-0205,2024-01-18 00:31:16,2024-01-18,0,THU,21104.44,GAMING,COLLECT_REQUEST,DEV-92318,False,False,
TXN-04028,USR-0458,MRC-0218,2023-04-02 04:54:08,2023-04-02,4,SUN,7864.02,GAMING,COLLECT_REQUEST,DEV-95710,False,True,DORMANT_SPIKE
TXN-04029,USR-0456,MRC-0263,2023-07-20 08:19:12,2023-07-20,8,THU,8666.39,FUEL,COLLECT_REQUEST,DEV-40750,False,False,
TXN-04030,USR-0313,MRC-0268,2023-06-19 12:57:12,2023-06-19,12,MON,29455.4,CRYPTO_EXCHANGE,UPI_ID,DEV-88090,False,False,
TXN-04031,USR-0301,MRC-0190,2024-02-16 14:12:24,2024-02-16,14,FRI,24101.99,TRAVEL,COLLECT_REQUEST,DEV-43544,False,False,
TXN-04032,USR-0002,MRC-0174,2024-01-04 12:19:50,2024-01-04,12,THU,26493.28,RETAIL,UPI_QR,DEV-15865,False,False,
TXN-04033,USR-0216,MRC-0206,2024-01-15 13:38:01,2024-01-15,13,MON,67781.2,FOOD,COLLECT_REQUEST,DEV-58163,False,False,
TXN-04034,USR-0136,MRC-0115,2023-08-18 08:36:35,2023-08-18,8,FRI,275970.98,FOOD,UPI_ID,DEV-40510,False,True,UNUSUAL_AMOUNT
TXN-04035,USR-0126,MRC-0026,2024-02-10 07:32:16,2024-02-10,7,SAT,4528.46,GAMING,UPI_QR,DEV-92321,False,False,
TXN-04036,USR-0040,MRC-0102,2024-03-08 10:32:28,2024-03-08,10,FRI,76270.68,FOOD,UPI_ID,DEV-26279,False,False,
TXN-04037,USR-0392,MRC-0134,2023-09-04 06:56:01,2023-09-04,6,MON,48423.1,FUEL,UPI_ID,DEV-86331,False,False,
TXN-04038,USR-0231,MRC-0234,2023-06-25 13:12:06,2023-06-25,13,SUN,66598.86,FUEL,UPI_ID,DEV-45836,False,False,
TXN-04039,USR-0499,MRC-0153,2023-09-10 15:52:02,2023-09-10,15,SUN,55486.52,TRAVEL,UPI_ID,DEV-80801,False,False,
TXN-04040,USR-0306,MRC-0262,2023-04-15 09:20:29,2023-04-15,9,SAT,32543.64,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-41119,False,False,
TXN-04041,USR-0017,MRC-0091,2023-05-02 00:54:14,2023-05-02,0,TUE,20900.4,TRAVEL,UPI_ID,DEV-16502,False,False,
TXN-04042,USR-0127,MRC-0235,2023-06-22 20:28:59,2023-06-22,20,THU,29441.87,FUEL,COLLECT_REQUEST,DEV-21940,False,False,
TXN-04043,USR-0046,MRC-0288,2023-05-21 23:23:15,2023-05-21,23,SUN,123.38,FUEL,COLLECT_REQUEST,DEV-73976,False,True,VELOCITY
TXN-04044,USR-0012,MRC-0141,2023-10-28 17:43:24,2023-10-28,17,SAT,35423.19,FUEL,UPI_ID,DEV-74406,False,False,
TXN-04045,USR-0198,MRC-0032,2024-02-19 11:58:33,2024-02-19,11,MON,38034.69,GAMING,COLLECT_REQUEST,DEV-20454,False,False,
TXN-04046,USR-0265,MRC-0063,2023-06-12 14:10:20,2023-06-12,14,MON,4130.9,CRYPTO_EXCHANGE,UPI_ID,DEV-11873,False,False,
TXN-04047,USR-0454,MRC-0210,2023-11-28 16:35:05,2023-11-28,16,TUE,23085.26,FOOD,COLLECT_REQUEST,DEV-35748,False,False,
TXN-04048,USR-0116,MRC-0078,2023-07-16 03:42:38,2023-07-16,3,SUN,59845.18,FUEL,UPI_QR,DEV-43904,False,False,
TXN-04049,USR-0467,MRC-0242,2024-01-10 15:56:41,2024-01-10,15,WED,471931.69,RETAIL,UPI_ID,DEV-99189,False,True,UNUSUAL_AMOUNT
TXN-04050,USR-0335,MRC-0134,2023-12-02 16:49:14,2023-12-02,16,SAT,25455.67,FUEL,COLLECT_REQUEST,DEV-86522,False,False,
TXN-04051,USR-0335,MRC-0114,2023-06-18 03:56:36,2023-06-18,3,SUN,10288.77,GAMING,COLLECT_REQUEST,DEV-86522,False,False,
TXN-04052,USR-0476,MRC-0204,2023-08-12 07:31:48,2023-08-12,7,SAT,55579.24,GAMING,COLLECT_REQUEST,DEV-17024,False,False,
TXN-04053,USR-0024,MRC-0245,2023-09-09 07:57:47,2023-09-09,7,SAT,98980.09,GAMING,COLLECT_REQUEST,DEV-34447,False,True,UNUSUAL_AMOUNT
TXN-04054,USR-0365,MRC-0209,2023-08-05 08:43:26,2023-08-05,8,SAT,4158.79,FUEL,UPI_ID,DEV-63303,False,False,
TXN-04055,USR-0113,MRC-0120,2024-03-16 16:18:19,2024-03-16,16,SAT,15254.3,GAMING,COLLECT_REQUEST,DEV-35628,False,False,
TXN-04056,USR-0243,MRC-0099,2023-11-29 20:44:55,2023-11-29,20,WED,52636.26,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-16555,False,False,
TXN-04057,USR-0085,MRC-0042,2023-11-05 07:34:55,2023-11-05,7,SUN,46636.19,FOOD,COLLECT_REQUEST,DEV-25339,False,False,
TXN-04058,USR-0185,MRC-0210,2023-08-29 16:46:23,2023-08-29,16,TUE,25276.78,FOOD,UPI_QR,DEV-84083,False,False,
TXN-04059,USR-0424,MRC-0232,2023-09-12 02:19:37,2023-09-12,2,TUE,40473.17,GAMING,UPI_QR,DEV-53401,False,False,
TXN-04060,USR-0281,MRC-0262,2023-05-26 17:30:56,2023-05-26,17,FRI,70119.24,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-83420,False,False,
TXN-04061,USR-0435,MRC-0105,2023-11-08 23:53:37,2023-11-08,23,WED,50326.39,CRYPTO_EXCHANGE,UPI_ID,DEV-42484,False,False,
TXN-04062,USR-0011,MRC-0197,2023-07-01 00:16:54,2023-07-01,0,SAT,19586.45,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-62159,False,False,
TXN-04063,USR-0052,MRC-0006,2023-10-22 00:04:43,2023-10-22,0,SUN,21168.98,TRAVEL,COLLECT_REQUEST,DEV-93861,False,False,
TXN-04064,USR-0354,MRC-0071,2023-10-12 18:59:01,2023-10-12,18,THU,43811.42,RETAIL,UPI_QR,DEV-99558,False,False,
TXN-04065,USR-0482,MRC-0094,2023-06-28 07:06:42,2023-06-28,7,WED,51737.98,FUEL,UPI_QR,DEV-56205,False,False,
TXN-04066,USR-0097,MRC-0217,2023-09-27 06:51:02,2023-09-27,6,WED,65387.6,FOOD,COLLECT_REQUEST,DEV-64069,False,False,
TXN-04067,USR-0134,MRC-0060,2023-09-23 13:26:05,2023-09-23,13,SAT,51206.97,GAMING,UPI_QR,DEV-60880,False,False,
TXN-04068,USR-0023,MRC-0036,2024-01-29 10:33:39,2024-01-29,10,MON,19575.56,FOOD,UPI_QR,DEV-73775,False,False,
TXN-04069,USR-0344,MRC-0130,2023-11-01 23:40:01,2023-11-01,23,WED,27472.74,FOOD,UPI_ID,DEV-38712,False,False,
TXN-04070,USR-0269,MRC-0264,2023-08-12 20:20:01,2023-08-12,20,SAT,3491.13,FOOD,COLLECT_REQUEST,DEV-98887,False,False,
TXN-04071,USR-0276,MRC-0295,2024-03-18 12:05:22,2024-03-18,12,MON,33196.76,TRAVEL,COLLECT_REQUEST,DEV-32441,False,True,MERCHANT_FRAUD
TXN-04072,USR-0197,MRC-0133,2023-04-13 19:17:42,2023-04-13,19,THU,24957.46,FOOD,UPI_QR,DEV-48161,False,False,
TXN-04073,USR-0193,MRC-0154,2023-11-30 11:15:10,2023-11-30,11,THU,135.37,TRAVEL,COLLECT_REQUEST,DEV-12524,False,True,VELOCITY
TXN-04074,USR-0047,MRC-0137,2023-06-11 06:20:28,2023-06-11,6,SUN,616512.28,FUEL,UPI_ID,DEV-31373,False,True,UNUSUAL_AMOUNT
