txn_id,user_id,merchant_id,txn_timestamp,txn_date,txn_hour,txn_day_of_week,amount,merchant_category,payment_mode,device_id,is_new_device,is_fraud,fraud_type,user_avg_amt,user_std_amt,user_amt_zscore,hour_risk_score,typical_hour_min,typical_hour_max,is_outside_typical_hour,last_txn_date,days_since_last_txn,is_new_device_high_amount,merchant_refund_rate,chargeback_count,registration_days,merchant_risk_flag,merchant_is_new,category_risk_score,fraud_score,risk_level
TXN-01318,USR-0180,MRC-0272,2023-06-23 15:02:36,2023-06-23,15,FRI,47379.82,FUEL,UPI_QR,DEV-20969,False,False,,56452.33774193548,16280.403448194953,-0.56,10,9,21,0,2023-03-03,112,0,3.98,16,781,LOW,0,10,16.18,LOW
TXN-01319,USR-0052,MRC-0113,2024-01-06 11:21:44,2024-01-06,11,SAT,11718.63,TRAVEL,UPI_QR,DEV-93861,False,False,,29805.11551724138,39981.39516212568,-0.45,10,10,21,0,2023-02-21,319,0,3.02,40,1795,LOW,0,20,16.42,LOW
TXN-01320,USR-0360,MRC-0197,2024-03-07 04:41:49,2024-03-07,4,THU,45171.2,CRYPTO_EXCHANGE,UPI_ID,DEV-18727,False,False,,66324.58,86194.23351941099,-0.25,100,9,22,1,2023-03-26,347,0,6.28,8,955,MEDIUM,0,90,49.02,HIGH
TXN-01321,USR-0055,MRC-0112,2023-08-13 03:24:40,2023-08-13,3,SUN,2989.56,FOOD,UPI_QR,DEV-11676,False,False,,1767.9766666666667,787.3188199979197,1.55,100,10,23,1,2023-01-19,206,0,2.36,15,1573,LOW,0,5,42.04,HIGH
TXN-01322,USR-0497,MRC-0258,2024-01-27 11:18:13,2024-01-27,11,SAT,17288.08,FUEL,UPI_ID,DEV-84506,False,False,,16087.45882352941,5298.380629049737,0.23,10,9,21,0,2023-01-27,365,0,1.55,20,638,LOW,0,10,14.93,LOW
TXN-01323,USR-0172,MRC-0096,2023-10-07 18:33:59,2023-10-07,18,SAT,85017.02,TRAVEL,COLLECT_REQUEST,DEV-15094,False,False,,59049.1484,18575.86164276363,1.4,10,9,21,0,2023-02-27,222,0,0.34,28,585,LOW,0,20,18.47,LOW
TXN-01324,USR-0351,MRC-0208,2023-04-15 19:19:58,2023-04-15,19,SAT,31393.3,TRAVEL,COLLECT_REQUEST,DEV-34042,False,False,,60090.97068965517,79149.37674730524,-0.36,10,10,23,0,2023-02-01,73,0,2.48,29,1474,LOW,0,20,15.98,LOW
TXN-01325,USR-0073,MRC-0237,2023-12-01 13:26:25,2023-12-01,13,FRI,60357.53,TRAVEL,COLLECT_REQUEST,DEV-40452,True,False,,99972.80782608697,157224.2795973852,-0.25,10,9,22,0,2023-02-23,281,0,1.0,3,1021,LOW,0,20,14.8,LOW
TXN-01326,USR-0409,MRC-0089,2023-12-28 00:57:07,2023-12-28,0,THU,10948.57,RETAIL,UPI_QR,DEV-43489,False,False,,30175.7178,38130.09330425641,-0.5,70,9,20,1,2023-02-01,330,0,3.19,19,944,LOW,0,10,32.55,MEDIUM
TXN-01327,USR-0484,MRC-0059,2023-09-25 19:58:45,2023-09-25,19,MON,11695.24,FOOD,COLLECT_REQUEST,DEV-71180,False,False,,19449.72,27581.661409292265,-0.28,10,7,20,0,2023-02-27,210,0,3.36,36,655,LOW,0,5,15.19,LOW
TXN-01328,USR-0331,MRC-0097,2024-02-15 03:32:44,2024-02-15,3,THU,5743.4,RETAIL,COLLECT_REQUEST,DEV-53142,False,False,,8123.836666666666,10609.301028598258,-0.22,100,9,20,1,2023-02-22,358,0,0.53,5,547,LOW,0,10,36.42,MEDIUM
TXN-01329,USR-0404,MRC-0270,2023-12-11 11:41:13,2023-12-11,11,MON,20187.78,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-97158,False,False,,30163.910000000003,24708.70033669624,-0.4,10,8,21,0,2023-03-18,268,0,14.52,50,1527,HIGH,0,90,32.62,MEDIUM
TXN-01330,USR-0469,MRC-0176,2023-10-06 03:34:11,2023-10-06,3,FRI,56967.8,RETAIL,UPI_QR,DEV-89006,False,False,,45063.24297297297,50143.014673941194,0.24,100,7,22,1,2023-02-04,244,0,3.67,46,808,LOW,0,10,39.66,MEDIUM
TXN-01331,USR-0156,MRC-0142,2023-11-22 01:29:41,2023-11-22,1,WED,59103.9,FOOD,UPI_ID,DEV-50208,False,False,,52054.19551724138,19412.00796737285,0.36,100,7,22,1,2023-03-06,261,0,1.59,50,160,LOW,0,5,37.85,MEDIUM
TXN-01332,USR-0365,MRC-0082,2023-04-10 02:08:57,2023-04-10,2,MON,11430.03,TRAVEL,UPI_QR,DEV-63303,False,False,,10776.1834375,15614.774456174018,0.04,100,10,23,1,2023-02-14,55,0,1.33,20,999,LOW,0,20,28.18,MEDIUM
TXN-01333,USR-0360,MRC-0125,2023-12-29 13:29:59,2023-12-29,13,FRI,49560.79,RETAIL,UPI_QR,DEV-18727,False,False,,66324.58,86194.23351941099,-0.19,10,9,22,0,2023-03-26,278,0,0.5,18,1499,LOW,0,10,13.4,LOW
TXN-01334,USR-0166,MRC-0119,2023-07-02 21:07:33,2023-07-02,21,SUN,56483.16,TRAVEL,UPI_QR,DEV-28275,False,False,,35592.26714285714,13156.216230250679,1.59,10,8,23,0,2023-02-01,151,0,2.0,44,193,LOW,0,20,20.37,MEDIUM
TXN-01335,USR-0179,MRC-0294,2024-01-09 22:05:09,2024-01-09,22,TUE,33486.9,TRAVEL,UPI_ID,DEV-72732,False,False,,21668.699393939398,7909.244897918487,1.49,10,10,21,1,2023-02-26,317,0,3.47,17,356,LOW,0,20,26.25,MEDIUM
TXN-01336,USR-0026,MRC-0186,2024-02-14 08:55:23,2024-02-14,8,WED,3630.01,GAMING,COLLECT_REQUEST,DEV-96761,False,False,,8278.891,16295.402159762387,-0.29,10,8,23,0,2023-02-09,370,0,10.75,31,1801,HIGH,0,60,26.6,MEDIUM
TXN-01337,USR-0010,MRC-0208,2024-01-13 09:55:43,2024-01-13,9,SAT,14875.69,TRAVEL,UPI_QR,DEV-76609,True,False,,61261.1245,111748.54464594772,-0.42,10,9,23,0,2023-01-21,357,0,2.48,29,1474,LOW,0,20,15.98,LOW
TXN-01338,USR-0466,MRC-0015,2023-11-12 12:31:39,2023-11-12,12,SUN,51387.37,FOOD,UPI_ID,DEV-30152,False,False,,51606.3824390244,57835.42132284551,-0.0,10,9,20,0,2023-03-26,231,0,1.24,28,1975,LOW,0,5,13.49,LOW
TXN-01339,USR-0341,MRC-0093,2024-01-30 02:43:19,2024-01-30,2,TUE,21040.28,FUEL,UPI_QR,DEV-42636,False,False,,23754.33606060606,29281.970618543364,-0.09,100,8,23,1,2023-03-08,328,0,2.13,39,1760,LOW,0,10,37.7,MEDIUM
TXN-01340,USR-0159,MRC-0088,2023-10-25 16:42:11,2023-10-25,16,WED,47775.02,RETAIL,COLLECT_REQUEST,DEV-49980,False,False,,53103.00571428572,79881.30527480843,-0.07,10,8,22,0,2023-03-05,234,0,1.32,26,1712,LOW,0,10,14.06,LOW
TXN-01341,USR-0043,MRC-0229,2024-02-24 14:03:09,2024-02-24,14,SAT,65882.54,FUEL,UPI_ID,DEV-85041,False,False,,74590.58379310343,113691.18212158313,-0.08,10,10,20,0,2023-02-13,376,0,2.75,22,202,LOW,0,10,15.2,LOW
TXN-01342,USR-0484,MRC-0001,2023-06-02 09:57:09,2023-06-02,9,FRI,16707.71,GAMING,UPI_ID,DEV-71180,False,False,,19449.72,27581.661409292265,-0.1,10,7,20,0,2023-02-27,95,0,11.07,2,992,HIGH,0,60,26.86,MEDIUM
TXN-01343,USR-0027,MRC-0075,2023-11-16 11:24:37,2023-11-16,11,THU,8681.18,RETAIL,COLLECT_REQUEST,DEV-43793,False,False,,14113.087,10874.606497258743,-0.5,10,10,21,0,2023-03-29,232,0,0.38,20,1616,LOW,0,10,13.3,LOW
TXN-01344,USR-0432,MRC-0067,2023-06-27 02:51:58,2023-06-27,2,TUE,46112.39,FOOD,UPI_QR,DEV-66129,False,False,,47573.30904761905,18868.354242707526,-0.08,100,10,23,1,2023-01-22,156,0,0.78,3,1704,LOW,0,5,36.12,MEDIUM
TXN-01345,USR-0335,MRC-0281,2023-12-15 15:04:33,2023-12-15,15,FRI,10000.16,GAMING,UPI_ID,DEV-86522,False,False,,29443.216800000002,47912.82381031336,-0.41,10,9,23,0,2023-03-05,285,0,6.97,30,953,MEDIUM,0,60,23.58,MEDIUM
TXN-01346,USR-0208,MRC-0249,2023-04-28 04:22:35,2023-04-28,4,FRI,3404.83,RETAIL,COLLECT_REQUEST,DEV-87707,False,False,,2791.827741935484,997.2222898455145,0.61,100,7,20,1,2023-03-30,29,0,3.28,48,317,LOW,0,10,30.45,MEDIUM
TXN-01347,USR-0219,MRC-0089,2023-10-10 07:22:50,2023-10-10,7,TUE,12479.42,RETAIL,UPI_ID,DEV-48420,False,False,,22565.9515625,29816.355353768413,-0.34,40,10,23,1,2023-02-20,232,0,3.19,19,944,LOW,0,10,26.55,MEDIUM
TXN-01348,USR-0452,MRC-0160,2024-02-05 02:29:40,2024-02-05,2,MON,45686.4,TRAVEL,UPI_QR,DEV-64507,False,False,,58229.25823529412,102704.89681606786,-0.12,100,10,20,1,2023-03-28,314,0,2.13,45,1339,LOW,0,20,38.7,MEDIUM
TXN-01349,USR-0327,MRC-0266,2023-12-30 12:03:50,2023-12-30,12,SAT,27726.02,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-62836,False,False,,31925.51325,60998.83970778164,-0.07,10,9,23,0,2023-03-09,296,0,6.78,22,1871,MEDIUM,0,90,26.42,MEDIUM
TXN-01350,USR-0003,MRC-0297,2024-02-06 01:58:24,2024-02-06,1,TUE,64291.7,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-19891,False,False,,50740.64742857143,17599.514323369058,0.77,100,10,21,1,2023-02-06,365,0,13.32,41,774,HIGH,0,90,56.97,HIGH
TXN-01351,USR-0369,MRC-0042,2023-07-16 15:07:01,2023-07-16,15,SUN,63393.25,FOOD,UPI_ID,DEV-68132,False,False,,44108.57965517241,12719.421705238377,1.52,10,7,20,0,2023-03-12,126,0,3.63,4,1678,LOW,0,5,19.96,LOW
TXN-01352,USR-0115,MRC-0051,2023-09-28 02:24:42,2023-09-28,2,THU,4891.68,FOOD,UPI_QR,DEV-99979,False,False,,4888.122068965517,1989.564836615175,0.0,100,7,20,1,2023-03-15,197,0,3.43,3,1541,LOW,0,5,38.24,MEDIUM
TXN-01353,USR-0025,MRC-0076,2024-02-28 08:00:13,2024-02-28,8,WED,4340.73,TRAVEL,COLLECT_REQUEST,DEV-31685,False,False,,10864.620571428572,17083.97091072195,-0.38,10,10,23,1,2023-03-22,343,0,2.06,19,1091,LOW,0,20,20.65,MEDIUM
TXN-01354,USR-0213,MRC-0211,2023-09-12 04:55:02,2023-09-12,4,TUE,6610.49,FUEL,COLLECT_REQUEST,DEV-67917,True,True,ACCOUNT_TAKEOVER,14380.210000000001,21880.556397051307,-0.36,100,10,22,1,2023-03-27,169,0,0.75,39,1481,LOW,0,10,36.6,MEDIUM
TXN-01355,USR-0020,MRC-0054,2024-03-07 01:00:20,2024-03-07,1,THU,1827.75,FOOD,UPI_ID,DEV-68731,False,False,,3731.3551724137933,5605.0185842578485,-0.34,100,10,22,1,2023-03-08,365,0,1.09,23,1170,LOW,0,5,36.37,MEDIUM
TXN-01356,USR-0319,MRC-0232,2024-03-09 07:25:03,2024-03-09,7,SAT,92189.88,GAMING,UPI_ID,DEV-71773,False,False,,64234.7925,22199.90504686058,1.26,40,10,20,1,2023-03-17,358,0,5.07,1,1054,MEDIUM,0,60,36.84,MEDIUM
TXN-01357,USR-0232,MRC-0287,2023-09-28 05:24:21,2023-09-28,5,THU,15509.28,TRAVEL,COLLECT_REQUEST,DEV-35020,False,False,,13891.408421052633,4441.285769595135,0.36,40,9,22,1,2023-03-01,211,0,1.49,37,1970,LOW,0,20,27.27,MEDIUM
TXN-01358,USR-0243,MRC-0124,2023-09-27 14:45:37,2023-09-27,14,WED,50379.41,RETAIL,UPI_ID,DEV-16555,False,False,,49499.33515151515,68551.83558635248,0.01,10,8,22,0,2023-02-25,214,0,1.88,12,290,LOW,0,10,14.53,LOW
TXN-01359,USR-0259,MRC-0002,2023-07-02 20:03:35,2023-07-02,20,SUN,16774.1,FUEL,UPI_QR,DEV-13813,False,False,,18529.359393939394,32685.89723129313,-0.05,10,7,21,0,2023-02-11,141,0,0.7,4,797,LOW,0,10,13.56,LOW
TXN-01360,USR-0108,MRC-0040,2023-09-12 23:46:55,2023-09-12,23,TUE,55379.35,CRYPTO_EXCHANGE,UPI_ID,DEV-35961,False,False,,74314.35114285715,79293.57218517321,-0.24,70,9,22,1,2023-03-19,177,0,7.42,17,932,MEDIUM,0,90,43.94,HIGH
TXN-01361,USR-0327,MRC-0121,2024-02-16 10:38:14,2024-02-16,10,FRI,19559.24,FOOD,UPI_QR,DEV-62836,False,False,,31925.51325,60998.83970778164,-0.2,10,9,23,0,2023-03-09,344,0,3.86,32,274,LOW,0,5,15.59,LOW
TXN-01362,USR-0127,MRC-0064,2023-04-20 01:27:09,2023-04-20,1,THU,29189.7,FUEL,UPI_ID,DEV-21940,False,False,,43136.33484848485,89773.00680801051,-0.16,100,8,23,1,2023-03-01,50,0,0.32,39,1183,LOW,0,10,26.26,MEDIUM
TXN-01363,USR-0423,MRC-0123,2023-09-24 04:13:20,2023-09-24,4,SUN,32601.13,TRAVEL,UPI_QR,DEV-92439,False,False,,60572.23709677419,64745.615873554416,-0.43,100,7,23,1,2023-02-09,227,0,0.12,41,259,LOW,0,20,37.1,MEDIUM
TXN-01364,USR-0133,MRC-0176,2023-06-16 12:36:14,2023-06-16,12,FRI,27350.56,RETAIL,UPI_QR,DEV-26617,False,False,,58250.12466666666,91226.29108174883,-0.34,10,8,23,0,2023-02-02,134,0,3.67,46,808,LOW,0,10,15.94,LOW
TXN-01365,USR-0105,MRC-0263,2023-09-04 14:14:02,2023-09-04,14,MON,9327.63,FUEL,UPI_QR,DEV-90648,False,False,,9387.086896551726,2671.7697078529695,-0.02,10,10,20,0,2023-01-25,222,0,1.86,36,19,LOW,1,10,14.49,LOW
TXN-01366,USR-0205,MRC-0212,2023-09-08 21:41:14,2023-09-08,21,FRI,27923.64,GAMING,UPI_ID,DEV-44697,False,False,,76288.12482758622,161112.83032687104,-0.3,10,8,20,1,2023-01-29,222,0,5.19,33,537,MEDIUM,0,60,27.15,MEDIUM
TXN-01367,USR-0156,MRC-0139,2024-01-21 23:47:18,2024-01-21,23,SUN,27423.77,TRAVEL,UPI_ID,DEV-50208,False,False,,52054.19551724138,19412.00796737285,-1.27,70,7,22,1,2023-03-06,321,0,0.55,38,423,LOW,0,20,31.44,MEDIUM
TXN-01368,USR-0383,MRC-0202,2023-04-23 04:31:36,2023-04-23,4,SUN,244771.38,FUEL,UPI_QR,DEV-35678,False,True,DORMANT_SPIKE,36700.045454545456,47126.02179201076,4.42,100,9,21,1,2023-02-20,62,0,0.88,43,1371,LOW,0,10,49.96,HIGH
TXN-01369,USR-0262,MRC-0148,2024-01-09 05:33:01,2024-01-09,5,TUE,45998.99,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-21175,False,False,,49916.348750000005,70716.66311261377,-0.06,40,7,21,1,2023-03-14,301,0,12.71,17,1994,HIGH,0,90,42.17,HIGH
TXN-01370,USR-0199,MRC-0091,2023-05-13 20:58:15,2023-05-13,20,SAT,59029.14,TRAVEL,COLLECT_REQUEST,DEV-87425,False,False,,72173.33448275863,56314.71141804895,-0.23,10,10,21,0,2023-01-25,108,0,3.41,35,538,LOW,0,20,16.73,LOW
TXN-01371,USR-0442,MRC-0043,2023-08-29 20:19:43,2023-08-29,20,TUE,137.88,RETAIL,UPI_QR,DEV-55399,False,True,VELOCITY,10154.776666666668,15512.27978709349,-0.65,10,8,22,0,2023-03-25,157,0,0.39,45,898,LOW,0,10,13.31,LOW
TXN-01372,USR-0228,MRC-0117,2023-08-17 10:24:57,2023-08-17,10,THU,29.87,FOOD,COLLECT_REQUEST,DEV-89425,False,True,VELOCITY,9963.691851851852,14372.259695631623,-0.69,10,10,22,0,2023-03-11,159,0,1.26,33,1564,LOW,0,5,13.51,LOW
TXN-01373,USR-0438,MRC-0142,2023-06-19 00:15:53,2023-06-19,0,MON,36562.14,FOOD,UPI_QR,DEV-76495,False,False,,22462.340344827586,9683.282823621661,1.46,70,8,23,1,2023-01-11,159,0,1.59,50,160,LOW,0,5,35.15,MEDIUM
TXN-01374,USR-0446,MRC-0261,2024-02-25 03:33:21,2024-02-25,3,SUN,22360.3,CRYPTO_EXCHANGE,UPI_ID,DEV-91104,False,False,,31642.313199999997,35923.726848825565,-0.26,100,10,22,1,2023-03-03,359,0,13.99,39,631,HIGH,0,90,55.19,HIGH
TXN-01375,USR-0032,MRC-0264,2023-11-15 13:05:49,2023-11-15,13,WED,9366.64,FOOD,UPI_QR,DEV-46939,False,False,,8631.087575757576,13326.342802111683,0.06,10,9,20,0,2023-03-03,257,0,3.02,15,1766,LOW,0,5,15.1,LOW
TXN-01376,USR-0412,MRC-0212,2023-09-08 10:23:07,2023-09-08,10,FRI,22053.42,GAMING,UPI_QR,DEV-50787,False,False,,45255.05842105263,88491.62718506827,-0.26,10,8,23,0,2023-01-22,229,0,5.19,33,537,MEDIUM,0,60,22.15,MEDIUM
TXN-01377,USR-0098,MRC-0163,2023-04-19 10:21:34,2023-04-19,10,WED,70648.66,GAMING,COLLECT_REQUEST,DEV-52999,False,False,,54794.965263157894,17065.87244958095,0.93,10,8,20,0,2023-03-03,47,0,11.61,22,109,HIGH,0,60,20.08,MEDIUM
TXN-01378,USR-0053,MRC-0273,2023-12-31 04:17:18,2023-12-31,4,SUN,18222.8,FOOD,UPI_QR,DEV-97820,False,False,,15668.761212121211,5457.275339143471,0.47,100,9,23,1,2023-03-07,299,0,0.58,6,54,LOW,0,5,37.37,MEDIUM
TXN-01379,USR-0411,MRC-0292,2023-05-30 02:07:47,2023-05-30,2,TUE,9721.73,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-43623,False,False,,15520.729,26726.096114787335,-0.22,100,9,20,1,2023-01-09,141,0,6.5,38,1387,MEDIUM,0,90,49.2,HIGH
TXN-01380,USR-0499,MRC-0089,2023-05-02 11:59:16,2023-05-02,11,TUE,35722.75,RETAIL,UPI_ID,DEV-80801,False,False,,66256.24804878049,103970.692200131,-0.29,10,7,23,0,2023-03-21,42,0,3.19,19,944,LOW,0,10,5.55,LOW
TXN-01381,USR-0364,MRC-0034,2023-06-04 03:33:59,2023-06-04,3,SUN,45626.76,TRAVEL,COLLECT_REQUEST,DEV-66408,True,False,,104424.1346875,185659.12944339102,-0.32,100,7,20,1,2023-01-23,132,0,2.51,50,1688,LOW,0,20,39.01,MEDIUM
TXN-01382,USR-0267,MRC-0098,2023-11-27 20:49:32,2023-11-27,20,MON,14578.68,TRAVEL,UPI_QR,DEV-11165,False,False,,24134.59882352941,8256.143603796367,-1.16,10,9,21,0,2023-01-21,310,0,0.21,39,379,LOW,0,20,14.17,LOW
TXN-01383,USR-0394,MRC-0164,2023-08-08 10:48:20,2023-08-08,10,TUE,3636.49,FOOD,UPI_ID,DEV-92988,False,False,,5454.298518518518,1922.177721281263,-0.95,10,10,23,0,2023-01-14,206,0,0.7,12,191,LOW,0,5,13.06,LOW
TXN-01384,USR-0165,MRC-0097,2023-12-22 16:52:34,2023-12-22,16,FRI,55352.88,RETAIL,COLLECT_REQUEST,DEV-81368,False,False,,63108.51206896552,95547.00904029168,-0.08,10,7,21,0,2023-01-13,343,0,0.53,5,547,LOW,0,10,13.42,LOW
TXN-01385,USR-0076,MRC-0299,2024-01-16 16:04:13,2024-01-16,16,TUE,48019.58,FOOD,UPI_ID,DEV-62376,False,False,,37648.80117647059,13070.922075304767,0.79,10,9,23,0,2023-02-14,336,0,2.55,8,1713,LOW,0,5,16.91,LOW
TXN-01386,USR-0204,MRC-0234,2023-07-01 06:29:48,2023-07-01,6,SAT,41797.78,FUEL,UPI_QR,DEV-92743,False,False,,99453.54666666666,141660.9614322624,-0.41,40,7,23,1,2023-03-29,94,0,1.78,45,913,LOW,0,10,25.42,MEDIUM
TXN-01387,USR-0048,MRC-0165,2023-05-01 15:11:07,2023-05-01,15,MON,51769.7,FOOD,UPI_QR,DEV-30284,False,False,,55205.859444444446,26891.64939030288,-0.13,10,7,23,0,2023-03-06,56,0,3.12,39,1387,LOW,0,5,5.0,LOW
TXN-01388,USR-0072,MRC-0282,2024-02-09 18:24:16,2024-02-09,18,FRI,2253.81,RETAIL,COLLECT_REQUEST,DEV-90183,False,False,,5542.4876,10923.318786187145,-0.3,10,7,23,0,2023-01-01,404,0,0.21,31,31,LOW,0,10,13.17,LOW
TXN-01389,USR-0025,MRC-0271,2024-01-04 20:06:19,2024-01-04,20,THU,4920.41,FUEL,COLLECT_REQUEST,DEV-31685,False,False,,10864.620571428572,17083.97091072195,-0.35,10,10,23,0,2023-03-22,288,0,3.68,10,942,LOW,0,10,15.94,LOW
TXN-01390,USR-0460,MRC-0232,2023-10-21 09:45:46,2023-10-21,9,SAT,44622.04,GAMING,UPI_ID,DEV-53989,True,False,,51693.19361111111,20138.577040021773,-0.35,10,9,23,0,2023-02-16,247,0,5.07,1,1054,MEDIUM,0,60,22.06,MEDIUM
TXN-01391,USR-0473,MRC-0192,2024-01-27 15:37:59,2024-01-27,15,SAT,33760.66,GAMING,UPI_QR,DEV-25635,False,False,,48985.27250000001,16108.421085870223,-0.95,10,9,23,0,2023-03-30,303,0,13.13,46,1168,HIGH,0,60,28.5,MEDIUM
TXN-01392,USR-0173,MRC-0131,2023-09-02 00:02:25,2023-09-02,0,SAT,13563.7,RETAIL,COLLECT_REQUEST,DEV-17950,False,False,,17185.447586206898,15878.038203830625,-0.23,70,7,21,1,2023-03-12,174,0,1.01,39,1397,LOW,0,10,30.81,MEDIUM
TXN-01393,USR-0337,MRC-0229,2024-03-21 14:05:52,2024-03-21,14,THU,17467.93,FUEL,UPI_QR,DEV-67923,False,False,,68589.62714285715,124713.59363878459,-0.41,10,9,23,0,2023-02-01,414,0,2.75,22,202,LOW,0,10,15.2,LOW
TXN-01394,USR-0079,MRC-0250,2023-05-24 16:36:38,2023-05-24,16,WED,22022.53,GAMING,UPI_QR,DEV-86162,False,False,,17450.591724137932,6134.895789206941,0.75,10,10,21,0,2023-03-02,83,0,11.5,5,1839,HIGH,0,60,29.45,MEDIUM
TXN-01395,USR-0225,MRC-0041,2024-02-16 05:09:27,2024-02-16,5,FRI,49403.54,FOOD,COLLECT_REQUEST,DEV-13764,False,False,,36136.731,15432.72477417328,0.86,40,9,23,1,2023-01-27,385,0,1.54,32,1275,LOW,0,5,27.31,MEDIUM
TXN-01396,USR-0280,MRC-0261,2023-08-27 06:08:36,2023-08-27,6,SUN,58403.97,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-68866,True,False,,50726.36157894737,34821.251942881136,0.22,40,9,21,1,2023-01-19,220,0,13.99,39,631,HIGH,0,90,43.85,HIGH
TXN-01397,USR-0435,MRC-0025,2023-08-29 05:00:20,2023-08-29,5,TUE,22517.62,GAMING,UPI_QR,DEV-42484,False,False,,91778.7936111111,176338.5927094226,-0.39,40,10,21,1,2023-01-31,210,0,8.5,30,987,MEDIUM,0,60,35.8,MEDIUM
TXN-01398,USR-0422,MRC-0077,2023-05-14 04:40:36,2023-05-14,4,SUN,5994.01,CRYPTO_EXCHANGE,COLLECT_REQUEST,DEV-63194,False,False,,9086.699714285714,3663.6584279679373,-0.84,100,9,21,1,2023-01-11,123,0,8.74,42,1269,MEDIUM,0,90,50.99,HIGH
TXN-01399,USR-0176,MRC-0205,2023-09-20 01:50:03,2023-09-20,1,WED,45749.01,GAMING,UPI_ID,DEV-72050,False,False,,56498.699677419354,111271.08134382035,-0.1,100,9,20,1,2023-02-13,219,0,11.49,22,1315,HIGH,0,60,50.19,HIGH
TXN-01400,USR-0332,MRC-0087,2024-03-08 03:18:05,2024-03-08,3,FRI,431908.39,GAMING,UPI_QR,DEV-97334,False,True,DORMANT_SPIKE,60191.83151515151,69429.69349205279,5.35,100,8,23,1,2023-01-13,420,0,11.24,27,417,HIGH,0,60,66.04,HIGH
TXN-01401,USR-0115,MRC-0003,2023-10-22 10:26:11,2023-10-22,10,SUN,93.22,FOOD,COLLECT_REQUEST,DEV-99979,False,True,VELOCITY,4888.122068965517,1989.564836615175,-2.41,10,7,20,0,2023-03-15,221,0,1.68,15,1204,LOW,0,5,13.84,LOW
TXN-01402,USR-0253,MRC-0246,2023-05-08 15:27:10,2023-05-08,15,MON,19353.08,TRAVEL,UPI_ID,DEV-37822,False,False,,21895.479677419356,42530.150431051894,-0.06,10,9,22,0,2023-03-13,56,0,2.66,16,882,LOW,0,20,6.13,LOW
TXN-01403,USR-0498,MRC-0034,2023-11-18 21:50:41,2023-11-18,21,SAT,20919.69,TRAVEL,UPI_ID,DEV-68421,False,False,,47850.244642857135,82036.20703333039,-0.33,10,9,21,0,2023-01-03,319,0,2.51,50,1688,LOW,0,20,16.01,LOW
TXN-01404,USR-0215,MRC-0051,2024-01-09 19:53:31,2024-01-09,19,TUE,30415.59,FOOD,COLLECT_REQUEST,DEV-22705,False,False,,65413.25771428571,114458.527854993,-0.31,10,8,23,0,2023-03-04,311,0,3.43,3,1541,LOW,0,5,15.24,LOW
TXN-01405,USR-0321,MRC-0253,2024-01-20 01:16:46,2024-01-20,1,SAT,14654.73,GAMING,UPI_QR,DEV-33465,False,False,,9982.707352941175,3497.4779542825972,1.34,100,8,23,1,2023-01-21,364,0,7.84,46,1201,MEDIUM,0,60,51.29,HIGH
TXN-01406,USR-0136,MRC-0065,2023-06-05 00:32:57,2023-06-05,0,MON,33256.28,TRAVEL,COLLECT_REQUEST,DEV-40510,False,False,,51492.07269230769,74033.65422894864,-0.25,70,9,23,1,2023-02-19,106,0,3.96,39,429,LOW,0,20,34.17,MEDIUM
TXN-01407,USR-0205,MRC-0240,2023-05-27 20:43:06,2023-05-27,20,SAT,35950.42,FOOD,COLLECT_REQUEST,DEV-44697,False,False,,76288.12482758622,161112.83032687104,-0.25,10,8,20,0,2023-01-29,118,0,3.7,19,947,LOW,0,5,15.46,LOW
TXN-01408,USR-0345,MRC-0029,2023-04-16 11:36:37,2023-04-16,11,SUN,56046.61,TRAVEL,UPI_ID,DEV-93767,False,False,,48103.582777777774,16055.073950612195,0.49,10,8,21,0,2023-01-20,86,0,3.23,14,1161,LOW,0,20,18.05,LOW
TXN-01409,USR-0336,MRC-0254,2023-07-09 14:18:02,2023-07-09,14,SUN,89106.1,CRYPTO_EXCHANGE,UPI_QR,DEV-50836,False,False,,79021.3444827586,104956.12108618788,0.1,10,7,23,0,2023-03-01,130,0,9.61,22,1773,MEDIUM,0,90,28.99,MEDIUM
TXN-01410,USR-0332,MRC-0016,2023-07-20 08:48:21,2023-07-20,8,THU,22497.75,TRAVEL,UPI_ID,DEV-97334,False,False,,60191.83151515151,69429.69349205279,-0.54,10,8,23,0,2023-01-13,188,0,3.7,12,1407,LOW,0,20,16.96,LOW
TXN-01411,USR-0284,MRC-0156,2023-11-01 21:10:13,2023-11-01,21,WED,39203.9,RETAIL,COLLECT_REQUEST,DEV-85094,False,False,,44622.75814814815,74953.30627093728,-0.07,10,9,20,1,2023-01-30,275,0,3.29,4,508,LOW,0,10,20.63,MEDIUM
TXN-01412,USR-0346,MRC-0238,2024-01-24 18:11:42,2024-01-24,18,WED,35748.84,FOOD,UPI_QR,DEV-84831,False,False,,86837.9878125,132977.9691699879,-0.38,10,8,22,0,2023-01-12,377,0,1.03,41,1953,LOW,0,5,13.32,LOW
